Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Habib Diarra,SEN,"MT,AT",Strasbourg,20-286,2004,7,7,568,6.3,2,0,2,1,1,1,1,0,1.5,0.7,0.6,1.3,14,17,20,0.32,0.00,0.32,0.16,0.16,0.23,0.10,0.33,0.11,0.20
Krépin Diatta,SEN,DF,Monaco,25-233,1999,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kandet Diawara,GUI,AT,Le Havre,24-248,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mahamadou Diawara,FRA,MT,Lyon,19-241,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bamba Dieng,SEN,AT,Angers,24-206,2000,3,2,210,2.3,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,2,2,14,0.43,0.00,0.43,0.43,0.43,0.24,0.00,0.24,0.24,0.24
Sinaly Diomande,CIV,DF,Auxerre,23-189,2001,5,4,385,4.3,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,1,19,3,0.00,0.23,0.23,0.00,0.23,0.00,0.05,0.05,0.00,0.05
Lois Diony,FRA,AT,Angers,31-300,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sofiane Diop,FRA,"MT,AT",Nice,24-128,2000,4,0,48,0.5,1,0,1,1,0,0,0,0,0.9,0.9,0.0,1.0,2,4,2,1.87,0.00,1.87,1.87,1.87,1.78,0.09,1.87,1.78,1.87
Andy Diouf,FRA,MT,Lens,21-151,2003,7,6,544,6.0,1,0,1,1,0,0,0,0,0.4,0.4,0.7,1.1,22,25,16,0.17,0.00,0.17,0.17,0.17,0.07,0.11,0.18,0.07,0.18
Yehvann Diouf,FRA,GB,Reims,24-334,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Assane Dioussé,SEN,MT,Auxerre,27-025,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Gianluigi Donnarumma,ITA,GB,Paris S-G,25-233,1999,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Désiré Doué,FRA,AT,Paris S-G,19-134,2005,4,1,147,1.6,0,1,1,0,0,0,0,0,0.5,0.5,1.3,1.7,6,13,20,0.00,0.61,0.61,0.00,0.61,0.28,0.78,1.06,0.28,1.06
Guela Doué,CIV,DF,Strasbourg,21-364,2002,7,7,630,7.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,6,25,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Douglas,BRA,MT,Nantes,27-276,1997,6,6,505,5.6,1,0,1,1,0,0,3,0,1.1,1.1,0.3,1.4,3,27,12,0.18,0.00,0.18,0.18,0.18,0.20,0.05,0.25,0.20,0.25
Ismaël Doukouré,FRA,MT,Strasbourg,21-083,2003,7,7,585,6.5,0,1,1,0,0,0,3,0,0.1,0.1,0.6,0.7,6,24,5,0.00,0.15,0.15,0.00,0.15,0.01,0.10,0.11,0.01,0.11
Kamory Doumbia,MLI,"MT,AT",Brest,21-240,2003,4,2,185,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,7,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08
Jean-Kevin Duverne,HAI,DF,Nantes,27-095,1997,5,4,327,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,14,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06
Stefan Džodić,SRB,DF,Montpellier,19-214,2005,2,2,163,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Aron Dønnum,NOR,"DF,MT",Toulouse,26-178,1998,7,6,462,5.1,0,0,0,0,0,0,3,0,0.5,0.5,0.2,0.7,16,22,37,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14
Jacques Ekomie,GAB,DF,Angers,21-057,2003,4,3,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Pierre Ekwah Elimby,FRA,MT,Saint-Étienne,22-274,2002,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,2,20,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Breel Embolo,SUI,AT,Monaco,27-244,1997,5,4,332,3.7,0,2,2,0,0,0,1,0,2.5,2.5,1.8,4.3,6,6,26,0.00,0.54,0.54,0.00,0.54,0.67,0.49,1.16,0.67,1.16
Emanuel Emegha,NED,AT,Strasbourg,21-255,2003,7,7,592,6.6,3,1,4,3,0,0,1,0,4.0,4.0,1.1,5.1,13,3,25,0.46,0.15,0.61,0.46,0.61,0.60,0.17,0.78,0.60,0.78
Romain Faivre,FRA,"MT,AT",Brest,26-093,1998,5,3,264,2.9,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,6,13,13,0.34,0.00,0.34,0.34,0.34,0.20,0.06,0.27,0.20,0.27
Khalil Fayad,FRA,"MT,AT",Montpellier,20-128,2004,4,3,254,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,17,7,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Zinedine Ferhat,ALG,"AT,MT",Angers,31-228,1993,6,2,206,2.3,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,5,12,20,0.44,0.00,0.44,0.44,0.44,0.13,0.16,0.29,0.13,0.29
Edimilson Fernandes,SUI,MT,Brest,28-183,1996,2,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Matias Fernandez-Pardo,BEL,AT,Lille,19-255,2005,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
Jordan Ferri,FRA,MT,Montpellier,32-217,1992,4,3,271,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,1,20,8,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
Karol Fila,POL,MT,Strasbourg,26-124,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Malick Fofana,BEL,"AT,DF",Lyon,19-198,2005,7,2,265,2.9,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.9,21,9,24,0.34,0.34,0.68,0.34,0.68,0.10,0.21,0.31,0.10,0.31
Yahia Fofana,CIV,GB,Angers,24-055,2000,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lamine Fomba,FRA,MT,Saint-Étienne,26-263,1998,2,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Przemysław Frankowski,POL,DF,Lens,29-186,1995,6,4,361,4.0,1,0,1,0,1,1,1,0,0.9,0.1,0.3,0.4,8,25,30,0.25,0.00,0.25,0.00,0.00,0.22,0.07,0.29,0.02,0.09
Angelo Fulgini,FRA,"MT,AT",Lens,28-056,1996,5,3,243,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,1,14,19,0.00,0.00,0.00,0.00,0.00,0.14,0.26,0.40,0.14,0.40
Ignatius Ganago,CMR,AT,Nantes,25-242,1999,3,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,5,9,0.00,0.00,0.00,0.00,0.00,0.27,0.49,0.76,0.27,0.76
Ulisses Garcia,SUI,"DF,MT",Marseille,28-278,1996,4,1,122,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,5,28,0.74,0.00,0.74,0.74,0.74,0.17,0.04,0.21,0.17,0.21
Jean-Philippe Gbamin,CIV,MT,Nantes,29-020,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Yann Gboho,FRA,"MT,AT",Toulouse,23-275,2001,7,7,614,6.8,2,1,3,2,0,0,0,0,1.6,1.6,0.9,2.5,31,24,57,0.29,0.15,0.44,0.29,0.44,0.24,0.14,0.37,0.24,0.37
Denis Genreau,AUS,MT,Toulouse,25-147,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,5.79,17.89,23.68,5.79,23.68
Aleksandr Golovin,RUS,MT,Monaco,28-138,1996,5,3,273,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,13,28,16,0.00,0.00,0.00,0.00,0.00,0.20,0.23,0.43,0.20,0.43
André Gomes,POR,MT,Lille,31-077,1993,3,3,201,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,10,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Angel Gomes,ENG,MT,Lille,24-045,2000,6,5,382,4.2,1,1,2,1,0,1,0,0,1.3,0.5,1.9,2.4,10,28,31,0.24,0.24,0.47,0.24,0.47,0.30,0.46,0.76,0.12,0.57
Carlos Gómez,COL,MT,Rennes,22-033,2002,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amine Gouiri,ALG,"AT,MT",Rennes,24-242,2000,7,4,433,4.8,1,1,2,1,0,0,0,0,2.1,2.1,0.2,2.3,11,19,24,0.21,0.21,0.42,0.21,0.42,0.44,0.04,0.48,0.44,0.48
Jonathan Gradit,FRA,DF,Lens,31-326,1992,6,6,524,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,6,47,1,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11
Samuel Grandsir,FRA,"MT,AT",Le Havre,28-062,1996,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
Mason Greenwood,ENG,AT,Marseille,23-014,2001,7,7,617,6.9,5,0,5,4,1,1,0,0,2.3,1.5,0.7,2.2,33,21,59,0.73,0.00,0.73,0.58,0.58,0.34,0.10,0.44,0.22,0.32
Albert Grønbaek,DEN,"MT,AT",Rennes,23-145,2001,7,6,438,4.9,1,1,2,1,0,0,0,0,0.6,0.6,0.7,1.2,11,17,27,0.21,0.21,0.41,0.21,0.41,0.12,0.13,0.26,0.12,0.26
Gabriel Gudmundsson,SWE,DF,Lille,25-169,1999,7,6,474,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,18,19,33,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
Axel Gueguin,FRA,AT,Montpellier,19-205,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Evann Guessand,CIV,"AT,MT",Nice,23-106,2001,7,7,579,6.4,3,1,4,3,0,0,0,0,3.2,3.2,0.8,4.0,16,19,32,0.47,0.16,0.62,0.47,0.62,0.49,0.13,0.62,0.49,0.62
Bahereba Guirassy,FRA,AT,Nantes,18-047,2006,3,0,11,0.1,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1,0,0,8.18,0.00,8.18,8.18,8.18,3.05,0.00,3.05,3.05,3.05
Massadio Haïdara,MLI,DF,Brest,31-318,1992,3,3,243,2.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,16,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Achraf Hakimi,MAR,DF,Paris S-G,25-346,1998,6,6,533,5.9,1,3,4,1,0,0,1,0,0.9,0.9,2.7,3.7,29,39,59,0.17,0.51,0.68,0.17,0.68,0.16,0.46,0.62,0.16,0.62
Florent Hanin,ALG,DF,Angers,34-254,1990,6,4,397,4.4,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,7,24,26,0.00,0.23,0.23,0.00,0.23,0.00,0.12,0.12,0.00,0.12
Amine Harit,MAR,MT,Marseille,27-119,1997,7,6,375,4.2,1,3,4,1,0,0,0,0,0.3,0.3,0.9,1.2,8,21,14,0.24,0.72,0.96,0.24,0.96,0.07,0.22,0.29,0.07,0.29
Hans Hateboer,NED,"DF,MT",Rennes,30-280,1994,7,4,424,4.7,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,7,21,32,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20
Luis Henrique,BRA,AT,Marseille,22-306,2001,7,7,535,5.9,3,3,6,3,0,0,0,0,0.8,0.8,0.8,1.6,10,26,41,0.50,0.50,1.01,0.50,1.01,0.14,0.13,0.27,0.14,0.27
Ki-Jana Hoever,NED,DF,Auxerre,22-271,2002,5,5,349,3.9,0,0,0,0,0,0,2,1,0.0,0.0,0.3,0.3,12,20,24,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Cédric Hountondji,BEN,DF,Angers,30-270,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ilyes Housni,FRA,"AT,MT",Le Havre,19-154,2005,2,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,3,8,0.00,0.00,0.00,0.00,0.00,0.10,0.21,0.31,0.10,0.31
Pierre Højbjerg,DEN,"MT,DF",Marseille,29-071,1995,7,7,625,6.9,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.7,5,48,7,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10
George Ilenikhena,FRA,"AT,MT",Monaco,18-060,2006,7,1,227,2.5,0,1,1,0,0,0,0,0,0.8,0.8,0.8,1.5,3,2,15,0.00,0.40,0.40,0.00,0.40,0.30,0.30,0.60,0.30,0.60
Ismaily,BRA,DF,Lille,34-278,1990,1,1,82,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,8,8,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22
Yanis Issoufou,FRA,"AT,MT",Montpellier,17-353,2006,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Junya Ito,JPN,AT,Reims,31-220,1993,7,7,603,6.7,2,1,3,2,0,0,0,0,0.7,0.7,2.1,2.8,31,35,45,0.30,0.15,0.45,0.30,0.45,0.10,0.31,0.41,0.10,0.41
Ismail Jakobs,SEN,DF,Monaco,25-059,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Jordan James,WAL,MT,Rennes,20-105,2004,3,0,30,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,1,1,0.00,0.00,0.00,0.00,0.00,0.26,0.70,0.96,0.26,0.96
Karl-Johan Johnsson,SWE,GB,Strasbourg,34-261,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paul Joly,FRA,DF,Auxerre,24-130,2000,7,4,396,4.4,0,1,1,0,0,0,1,0,0.1,0.1,0.9,0.9,12,26,29,0.00,0.23,0.23,0.00,0.23,0.02,0.20,0.21,0.02,0.21
Jota,POR,AT,Rennes,25-199,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Joujou,FRA,"MT,AT",Le Havre,21-217,2003,7,3,308,3.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,17,4,28,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19
Jubal,BRA,DF,Auxerre,31-047,1993,6,6,487,5.4,1,0,1,0,1,1,2,0,1.2,0.4,0.4,0.8,0,8,1,0.18,0.00,0.18,0.00,0.00,0.21,0.08,0.29,0.07,0.14
Hamed Junior Traorè,CIV,MT,Auxerre,24-242,2000,5,5,412,4.6,2,0,2,2,0,0,0,0,1.5,1.5,0.2,1.7,11,27,26,0.44,0.00,0.44,0.44,0.44,0.32,0.05,0.37,0.32,0.37
Yaya Kader Fofana,MLI,"MT,AT",Reims,20-125,2004,7,6,428,4.8,1,1,2,1,0,0,3,0,0.4,0.4,1.6,1.9,14,13,20,0.21,0.21,0.42,0.21,0.42,0.08,0.33,0.41,0.08,0.41
Tino Kadewere,ZIM,"MT,AT",Nantes,28-284,1996,5,4,315,3.5,0,2,2,0,0,0,1,0,0.6,0.6,0.5,1.0,2,7,15,0.00,0.57,0.57,0.00,0.57,0.16,0.13,0.30,0.16,0.30
Arnaud Kalimuendo,FRA,AT,Rennes,22-269,2002,6,5,400,4.4,3,0,3,1,2,2,0,0,2.5,0.9,0.2,1.1,7,9,34,0.68,0.00,0.68,0.23,0.23,0.55,0.05,0.60,0.20,0.25
Waren Kamanzi,NOR,"DF,MT",Toulouse,23-339,2000,6,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,14,24,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Glen Kamara,FIN,MT,Rennes,28-353,1995,6,4,356,4.0,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,4,20,18,0.00,0.25,0.25,0.00,0.25,0.04,0.03,0.07,0.04,0.07
Nordine Kandil,FRA,MT,Strasbourg,22-350,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lee Kang-in,KOR,"AT,MT",Paris S-G,23-239,2001,7,4,423,4.7,3,0,3,3,0,0,0,0,1.2,1.2,1.3,2.5,6,35,32,0.64,0.00,0.64,0.64,0.64,0.25,0.28,0.53,0.25,0.53
Yassine Kechta,MAR,"MT,AT",Le Havre,22-233,2002,7,6,494,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,10,20,28,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Thilo Kehrer,GER,DF,Monaco,28-024,1996,5,5,450,5.0,2,0,2,2,0,0,0,0,0.3,0.3,0.0,0.4,0,20,1,0.40,0.00,0.40,0.40,0.40,0.06,0.01,0.07,0.06,0.07
Reda Khadra,GER,"MT,AT",Reims,23-103,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Wahbi Khazri,TUN,AT,Montpellier,33-250,1991,6,2,187,2.1,0,1,1,0,0,0,1,0,0.2,0.2,0.0,0.2,8,7,8,0.00,0.48,0.48,0.00,0.48,0.10,0.02,0.12,0.10,0.12
Abdukodir Khusanov,UZB,DF,Lens,20-229,2004,7,5,467,5.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,12,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Joshua King,NOR,"AT,MT",Toulouse,32-274,1992,5,2,188,2.1,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.7,7,4,16,0.00,0.00,0.00,0.00,0.00,0.25,0.07,0.32,0.25,0.32
Cédric Kipré,CIV,DF,Reims,27-311,1996,6,4,373,4.1,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,7,0,0.00,0.24,0.24,0.00,0.24,0.00,0.08,0.08,0.00,0.08
Philipp Köhn,SUI,GB,Monaco,26-196,1998,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Randal Kolo Muani,FRA,AT,Paris S-G,25-315,1998,7,2,294,3.3,2,0,2,1,1,1,0,0,3.1,2.3,0.3,2.6,4,3,26,0.61,0.00,0.61,0.31,0.31,0.96,0.08,1.04,0.72,0.80
Geoffrey Kondogbia,CTA,"MT,DF",Marseille,31-243,1993,6,6,535,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,26,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Abdoul Koné,FRA,DF,Reims,19-176,2005,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amadou Koné,MLI,MT,Reims,19-154,2005,2,1,21,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
Ismaël Koné,CAN,MT,Marseille,22-131,2002,3,2,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,3,1,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.24,0.12,0.24
Boubakar Kouyaté,MLI,DF,Montpellier,27-183,1997,2,1,111,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Sael Kumbedi,FRA,DF,Lyon,19-203,2005,1,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Daler Kuzyaev,RUS,MT,Le Havre,31-274,1993,6,3,319,3.5,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,21,5,0.28,0.00,0.28,0.28,0.28,0.06,0.01,0.07,0.06,0.07
Rémy Labeau Lascary,GLP,AT,Lens,21-226,2003,6,2,246,2.7,0,0,0,0,0,0,3,0,1.5,1.5,0.4,1.9,6,2,22,0.00,0.00,0.00,0.00,0.00,0.55,0.15,0.71,0.55,0.71
Gaëtan Laborde,FRA,AT,Nice,30-165,1994,1,1,78,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,4,2,12,0.00,1.15,1.15,0.00,1.15,0.04,0.09,0.13,0.04,0.13
Alexandre Lacazette,FRA,AT,Lyon,33-140,1991,6,5,441,4.9,0,1,1,0,0,1,1,0,2.2,1.3,1.1,2.4,4,19,37,0.00,0.20,0.20,0.00,0.20,0.45,0.22,0.67,0.27,0.49
Alban Lafont,FRA,GB,Nantes,25-266,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kenny Lala,MAD,DF,Brest,33-012,1991,6,6,540,6.0,1,0,1,0,1,1,1,0,1.2,0.4,0.3,0.7,9,19,14,0.17,0.00,0.17,0.00,0.00,0.20,0.05,0.25,0.07,0.12
Mohamed Lamine Bayo,GUI,AT,Lille,26-133,1998,5,3,185,2.1,1,0,1,1,0,0,0,0,1.7,1.7,0.2,1.9,2,2,12,0.49,0.00,0.49,0.49,0.49,0.84,0.10,0.94,0.84,0.94
Gautier Larsonneur,FRA,GB,Saint-Étienne,27-235,1997,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julien Le Cardinal,FRA,DF,Brest,27-073,1997,5,5,433,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,10,0,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Jérémy Le Douaron,FRA,AT,Brest,26-177,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Benjamin Lecomte,FRA,GB,Montpellier,33-172,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierre Lees-Melou,FRA,MT,Brest,31-143,1993,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
Jordan Lefort,FRA,DF,Angers,31-067,1993,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,1,27,4,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12
Félix Lemaréchal,FRA,"AT,MT",Strasbourg,21-069,2003,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Donovan Léon,GUF,GB,Auxerre,31-347,1992,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.14,0.14,0.00,0.14,0.00,0.01,0.01,0.00,0.01
Esteban Lepaul,FRA,AT,Angers,24-180,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Johann Lepenant,FRA,MT,Nantes,21-359,2002,6,5,444,4.9,2,1,3,2,0,0,0,0,0.3,0.3,0.7,1.0,9,19,17,0.41,0.20,0.61,0.41,0.61,0.06,0.13,0.19,0.06,0.19
Louis Leroux,FRA,"MT,AT",Nantes,18-266,2006,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50
Pol Lirola,ESP,"DF,AT",Marseille,27-063,1997,3,1,133,1.5,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,1,0,6,0.68,0.68,1.35,0.68,1.35,0.25,0.06,0.31,0.25,0.31
