Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,33-057,1991,0.2,0,1,0,0.0,4.29,0.00,0.00,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,33-057,1991,4.6,2,12,3,25.0,2.63,0.66,0.17,0.67,16.2,1,0,0,1.2,1.2,0.10,+0.8,+0.8
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,23-128,2001,0.5,0,1,0,0.0,2.14,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23-211,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18-158,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,35-071,1989,4.3,0,3,1,33.3,0.69,0.23,0.00,0.00,11.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Paulo Azzi,BRA,DF,Cagliari,Serie A,30-115,1994,4.7,0,8,3,37.5,1.69,0.63,0.00,0.00,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Papa Ba,ESP,MF,Girona,La Liga,20-056,2004,0.5,0,1,0,0.0,1.87,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.03,0.0,0.0
Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24-159,2000,4.2,3,7,4,57.1,1.68,0.96,0.43,0.75,16.3,0,0,0,1.5,1.5,0.22,+1.5,+1.5
Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21-331,2002,1.0,0,4,1,25.0,3.96,0.99,0.00,0.00,26.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Loïc Bade,FRA,DF,Sevilla,La Liga,24-210,2000,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,9.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Milan Badelj,CRO,MF,Genoa,Serie A,35-256,1989,6.5,0,5,0,0.0,0.77,0.00,0.00,,18.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Benoît Badiashile,FRA,DF,Chelsea,Premier League,23-226,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23-110,2001,8.2,1,17,4,23.5,2.06,0.49,0.06,0.25,19.9,3,0,1,2.2,1.4,0.08,-1.2,-0.4
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,27-090,1997,4.9,0,8,1,12.5,1.64,0.21,0.00,0.00,19.0,1,0,0,0.4,0.4,0.05,-0.4,-0.4
Eric Bailly,CIV,DF,Villarreal,La Liga,30-209,1994,5.9,0,3,0,0.0,0.51,0.00,0.00,,8.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Theo Bair,CAN,FW,Auxerre,Ligue 1,25-072,1999,3.5,1,7,4,57.1,2.00,1.14,0.14,0.25,10.5,0,0,0,1.0,1.0,0.14,0.0,0.0
Cédric Bakambu,COD,FW,Betis,La Liga,33-210,1991,2.4,0,5,3,60.0,2.10,1.26,0.00,0.00,13.3,0,0,0,0.7,0.7,0.13,-0.7,-0.7
Mitchel Bakker,NED,MF,Atalanta,Serie A,24-140,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mitchel Bakker,NED,"DF,FW",Lille,Ligue 1,24-140,2000,1.3,1,4,3,75.0,3.19,2.39,0.25,0.33,16.1,0,0,0,1.3,1.3,0.33,-0.3,-0.3
Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26-213,1998,7.0,1,9,2,22.2,1.28,0.29,0.11,0.50,22.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4
Dilane Bakwa,FRA,"DF,FW",Strasbourg,Ligue 1,22-073,2002,9.6,1,19,10,52.6,1.98,1.04,0.05,0.10,21.4,3,0,0,1.7,1.7,0.09,-0.7,-0.7
Tommaso Baldanzi,ITA,"MF,DF",Roma,Serie A,21-229,2003,3.5,1,11,1,9.1,3.14,0.29,0.09,1.00,20.3,0,0,0,0.8,0.8,0.07,+0.2,+0.2
Alejandro Balde,ESP,DF,Barcelona,La Liga,21-020,2003,9.1,0,6,1,16.7,0.66,0.11,0.00,0.00,19.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Carlos Baleba,CMR,MF,Brighton,Premier League,20-309,2004,6.4,1,15,5,33.3,2.36,0.79,0.07,0.20,24.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25-286,1999,6.0,0,1,0,0.0,0.17,0.00,0.00,,34.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32-311,1992,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Botond Balogh,HUN,DF,Parma,Serie A,22-154,2002,10.4,0,2,0,0.0,0.19,0.00,0.00,,6.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Folarin Balogun,USA,FW,Monaco,Ligue 1,23-127,2001,4.5,3,22,6,27.3,4.93,1.34,0.14,0.50,12.2,0,0,0,3.7,3.7,0.17,-0.7,-0.7
Mario Balotelli,ITA,FW,Genoa,Serie A,34-087,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34-196,1990,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonathan Bamba,CIV,FW,Celta Vigo,La Liga,28-226,1996,5.3,0,8,4,50.0,1.51,0.75,0.00,0.00,18.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Mohamed Bamba,CIV,MF,Reims,Ligue 1,20-030,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20-268,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23-283,2001,5.3,0,11,2,18.2,2.06,0.37,0.00,0.00,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24-210,2000,3.3,0,2,1,50.0,0.61,0.30,0.00,0.00,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Mattia Bani,ITA,DF,Genoa,Serie A,30-333,1993,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,11.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,23-042,2001,0.6,0,2,0,0.0,3.21,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Antonín Barák,CZE,MF,Fiorentina,Serie A,29-340,1994,0.6,0,2,2,100.0,3.33,3.33,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Federico Barba,ITA,DF,Como,Serie A,31-067,1993,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20-107,2004,3.1,0,7,0,0.0,2.27,0.00,0.00,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,22-066,2002,7.8,8,31,15,48.4,3.98,1.93,0.26,0.53,12.5,0,0,0,6.0,6.0,0.19,+2.0,+2.0
Melvin Bard,FRA,"MF,DF",Nice,Ligue 1,24-001,2000,4.7,0,3,1,33.3,0.64,0.21,0.00,0.00,12.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Nicolò Barella,ITA,MF,Inter,Serie A,27-274,1997,7.2,1,13,2,15.4,1.80,0.28,0.08,0.50,23.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4
Gabriel Bares,SUI,MF,Montpellier,Ligue 1,24-070,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ross Barkley,ENG,MF,Aston Villa,Premier League,30-338,1993,3.1,1,7,2,28.6,2.27,0.65,0.14,0.50,14.7,0,0,0,0.8,0.8,0.11,+0.2,+0.2
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,26-170,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,26-334,1997,5.4,3,16,5,31.3,2.98,0.93,0.19,0.60,14.6,0,0,0,2.0,2.0,0.13,+1.0,+1.0
Enzo Barrenechea,ARG,MF,Valencia,La Liga,23-169,2001,3.8,1,1,1,100.0,0.26,0.26,1.00,1.00,3.9,0,0,0,0.5,0.5,0.55,+0.5,+0.5
Ander Barrenetxea,ESP,MF,Real Sociedad,La Liga,22-316,2001,4.5,0,10,2,20.0,2.21,0.44,0.00,0.00,14.3,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21-145,2003,6.0,0,11,2,18.2,1.83,0.33,0.00,0.00,25.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Thierno Barry,FRA,FW,Villarreal,La Liga,22-017,2002,7.7,3,25,7,28.0,3.24,0.91,0.12,0.43,12.9,0,0,0,3.9,3.9,0.16,-0.9,-0.9
Davide Bartesaghi,ITA,DF,Milan,Serie A,18-314,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marc Bartra,ESP,DF,Betis,La Liga,33-297,1991,4.9,1,3,2,66.7,0.61,0.41,0.33,0.50,11.5,0,0,0,0.3,0.3,0.09,+0.7,+0.7
Federico Baschirotto,ITA,DF,Lecce,Serie A,28-048,1996,11.0,0,6,3,50.0,0.55,0.27,0.00,0.00,11.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Daniele Baselli,ITA,MF,Como,Serie A,32-240,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Calvin Bassey,NGA,DF,Fulham,Premier League,24-312,1999,10.0,0,6,2,33.3,0.60,0.20,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Aboubacar Bassinga,CIV,MF,Las Palmas,La Liga,19-117,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,25-208,1999,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,17.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,28-191,1996,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dylan Batubinsika,COD,DF,Saint-Étienne,Ligue 1,28-266,1996,8.6,0,3,1,33.3,0.35,0.12,0.00,0.00,14.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,24-272,2000,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,34-158,1990,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,25-098,1999,3.2,0,6,3,50.0,1.86,0.93,0.00,0.00,11.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Rafael Bauza,ESP,MF,Espanyol,La Liga,19-282,2005,0.7,0,1,0,0.0,1.48,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Adrian Beck,GER,"FW,MF",Heidenheim,Bundesliga,27-151,1997,3.4,1,8,2,25.0,2.38,0.59,0.13,0.50,19.7,0,0,0,0.7,0.7,0.09,+0.3,+0.3
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,29-272,1995,6.0,0,12,6,50.0,2.00,1.00,0.00,0.00,19.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Timo Becker,GER,DF,Holstein Kiel,Bundesliga,27-227,1997,8.5,0,8,2,25.0,0.94,0.24,0.00,0.00,18.2,1,0,0,0.9,0.9,0.12,-0.9,-0.9
Jan Bednarek,POL,DF,Southampton,Premier League,28-209,1996,9.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Donny van de Beek,NED,MF,Girona,La Liga,27-203,1997,5.0,0,3,0,0.0,0.60,0.00,0.00,,15.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,33-278,1991,0.9,0,4,0,0.0,4.44,0.00,0.00,,11.5,0,0,0,0.6,0.6,0.14,-0.6,-0.6
Maximilian Beier,GER,"FW,MF",Dortmund,Bundesliga,22-021,2002,4.0,1,6,2,33.3,1.50,0.50,0.17,0.50,12.5,0,0,0,1.1,1.1,0.19,-0.1,-0.1
Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20-159,2004,9.7,0,3,0,0.0,0.31,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Haris Belkebla,ALG,MF,Angers,Ligue 1,30-284,1994,5.0,0,1,0,0.0,0.20,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.01,0.0,0.0
Yassin Belkhdim,FRA,MF,Angers,Ligue 1,22-267,2002,5.0,0,4,2,50.0,0.80,0.40,0.00,0.00,15.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Stefan Bell,GER,DF,Mainz 05,Bundesliga,33-075,1991,2.8,0,4,1,25.0,1.42,0.35,0.00,0.00,10.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Raoul Bellanova,ITA,DF,Torino,Serie A,24-174,2000,1.0,0,1,0,0.0,1.03,0.00,0.00,,8.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Raoul Bellanova,ITA,DF,Atalanta,Serie A,24-174,2000,6.3,0,5,1,20.0,0.80,0.16,0.00,0.00,19.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,26-133,1998,4.8,1,5,2,40.0,1.04,0.42,0.20,0.50,21.8,1,0,0,0.3,0.3,0.06,+0.7,+0.7
Héctor Bellerín,ESP,DF,Betis,La Liga,29-233,1995,5.8,0,1,1,100.0,0.17,0.17,0.00,0.00,14.6,0,0,0,0.2,0.2,0.20,-0.2,-0.2
Jude Bellingham,ENG,MF,Real Madrid,La Liga,21-131,2003,6.9,0,10,3,30.0,1.45,0.44,0.00,0.00,18.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Jeanuël Belocian,FRA,DF,Leverkusen,Bundesliga,19-264,2005,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Belotti,ITA,FW,Como,Serie A,30-323,1993,3.3,1,9,2,22.2,2.76,0.61,0.11,0.50,13.8,0,0,0,1.1,1.1,0.12,-0.1,-0.1
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,25-278,1999,7.4,1,7,1,14.3,0.95,0.14,0.14,1.00,22.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7
Lucas Beltrán,ARG,"MF,FW",Fiorentina,Serie A,23-223,2001,4.4,2,7,2,28.6,1.60,0.46,0.14,0.50,17.3,0,1,1,2.0,1.2,0.17,0.0,-0.2
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,Ligue 1,19-265,2005,6.7,2,23,9,39.1,3.44,1.35,0.09,0.22,22.1,2,0,0,1.2,1.2,0.05,+0.8,+0.8
Carlos Benavídez,URU,MF,Alavés,La Liga,26-222,1998,2.6,1,2,1,50.0,0.78,0.39,0.50,1.00,26.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9
Adrian Benedyczak,POL,FW,Parma,Serie A,23-349,2000,0.1,0,2,0,0.0,22.50,0.00,0.00,,15.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
László Bénes,SVK,"MF,FW",Union Berlin,Bundesliga,27-059,1997,1.8,1,7,4,57.1,3.91,2.24,0.14,0.25,23.9,1,0,0,0.3,0.3,0.05,+0.7,+0.7
Iker Benito,ESP,"FW,MF",Osasuna,La Liga,22-089,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ismaël Bennacer,ALG,MF,Milan,Serie A,26-342,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,29-089,1995,4.9,1,8,3,37.5,1.63,0.61,0.13,0.33,22.2,0,0,0,1.0,1.0,0.13,0.0,0.0
Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,29-205,1995,5.0,1,8,2,25.0,1.61,0.40,0.13,0.50,16.5,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,27-135,1997,5.0,0,8,1,12.5,1.59,0.20,0.00,0.00,23.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,20-349,2003,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,34-271,1990,8.1,0,6,1,16.7,0.74,0.12,0.00,0.00,23.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,29-126,1995,7.1,2,15,5,33.3,2.10,0.70,0.13,0.40,18.5,0,0,1,2.6,1.8,0.12,-0.6,+0.2
Sander Berge,NOR,MF,Fulham,Premier League,26-267,1998,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lucas Bergvall,SWE,"MF,FW",Tottenham,Premier League,18-279,2006,0.6,0,2,0,0.0,3.53,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Medon Berisha,ALB,"MF,FW",Lecce,Serie A,21-017,2003,0.9,0,5,3,60.0,5.42,3.25,0.00,0.00,29.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Mergim Berisha,GER,FW,Hoffenheim,Bundesliga,26-180,1998,3.0,1,10,3,30.0,3.35,1.00,0.10,0.33,16.8,1,0,0,0.9,0.9,0.09,+0.1,+0.1
Adrian Bernabe,ESP,MF,Parma,Serie A,23-165,2001,10.0,0,19,1,5.3,1.91,0.10,0.00,0.00,27.3,5,0,0,0.6,0.6,0.03,-0.6,-0.6
Marc Bernal,ESP,MF,Barcelona,La Liga,17-165,2007,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Juan Bernat,ESP,"DF,MF",Villarreal,La Liga,31-251,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander Bernhardsson,SWE,"DF,FW",Holstein Kiel,Bundesliga,26-060,1998,2.1,1,4,2,50.0,1.95,0.97,0.25,0.50,19.2,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,21-327,2002,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matúš Bero,SVK,MF,Bochum,Bundesliga,29-062,1995,6.2,2,3,2,66.7,0.48,0.32,0.67,1.00,15.6,0,0,0,0.3,0.3,0.09,+1.7,+1.7
Juan Berrocal,ESP,DF,Getafe,La Liga,25-187,1999,5.3,0,1,0,0.0,0.19,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.20,-0.2,-0.2
Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,26-154,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Beto,GNB,FW,Everton,Premier League,26-281,1998,1.0,1,4,2,50.0,4.19,2.09,0.25,0.50,9.5,0,0,0,1.1,1.1,0.27,-0.1,-0.1
Sam Beukema,NED,DF,Bologna,Serie A,25-356,1998,9.5,0,5,1,20.0,0.53,0.11,0.00,0.00,13.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Alessandro Bianco,ITA,MF,Monza,Serie A,22-037,2002,5.4,1,5,2,40.0,0.93,0.37,0.20,0.50,18.1,0,0,0,0.6,0.6,0.11,+0.4,+0.4
Alessandro Bianco,ITA,MF,Fiorentina,Serie A,22-037,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jaka Bijol,SVN,DF,Udinese,Serie A,25-276,1999,11.0,0,8,2,25.0,0.73,0.18,0.00,0.00,17.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
El Bilal Touré,MLI,"FW,MF",Stuttgart,Bundesliga,23-035,2001,3.2,2,12,4,33.3,3.80,1.27,0.17,0.50,14.9,0,0,0,1.5,1.5,0.13,+0.5,+0.5
Philip Billing,DEN,MF,Bournemouth,Premier League,28-149,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,32-067,1992,4.8,1,5,2,40.0,1.04,0.42,0.20,0.50,26.2,3,0,0,0.2,0.2,0.03,+0.8,+0.8
Samuele Birindelli,ITA,DF,Monza,Serie A,25-111,1999,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,17.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Tom Bischof,GER,MF,Hoffenheim,Bundesliga,19-132,2005,5.7,0,8,3,37.5,1.40,0.53,0.00,0.00,22.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Yves Bissouma,MLI,MF,Tottenham,Premier League,28-069,1996,4.4,2,2,2,100.0,0.46,0.46,1.00,1.00,18.7,0,0,0,0.3,0.3,0.13,+1.7,+1.7
Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,30-324,1993,3.0,0,6,2,33.3,1.97,0.66,0.00,0.00,23.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Emmanuel Biumla,FRA,DF,Angers,Ligue 1,19-183,2005,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marco Bizot,NED,GK,Brest,Ligue 1,33-242,1991,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Blanco,ESP,MF,Alavés,La Liga,24-107,2000,7.5,0,9,1,11.1,1.20,0.13,0.00,0.00,23.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Ludovic Blas,FRA,"MF,FW",Rennes,Ligue 1,26-312,1997,9.6,3,26,11,42.3,2.71,1.15,0.12,0.27,16.2,0,0,0,2.5,2.5,0.10,+0.5,+0.5
Daley Blind,NED,DF,Girona,La Liga,34-243,1990,8.9,0,2,1,50.0,0.23,0.11,0.00,0.00,14.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Myron Boadu,NED,FW,Bochum,Bundesliga,23-298,2001,3.9,2,9,4,44.4,2.33,1.04,0.22,0.50,11.7,0,0,0,2.0,2.0,0.23,0.0,0.0
Augustine Boakye,GHA,"MF,FW",Saint-Étienne,Ligue 1,24-004,2000,2.2,0,6,2,33.3,2.76,0.92,0.00,0.00,23.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,24-055,2000,1.4,0,1,0,0.0,0.71,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Jeremie Boga,CIV,"MF,FW",Nice,Ligue 1,27-309,1997,5.0,0,14,8,57.1,2.78,1.59,0.00,0.00,16.0,2,0,0,1.2,1.2,0.08,-1.2,-1.2
Lamare Bogarde,NED,DF,Aston Villa,Premier League,20-307,2004,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emil Bohinen,NOR,MF,Genoa,Serie A,25-240,1999,1.8,0,2,0,0.0,1.08,0.00,0.00,,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1
Adama Boiro,ESP,DF,Athletic Club,La Liga,22-138,2002,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Willy Boly,CIV,DF,Nott'ham Forest,Premier League,33-278,1991,1.0,0,1,1,100.0,0.99,0.99,0.00,0.00,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Moïse Bombito,CAN,DF,Nice,Ligue 1,24-222,2000,7.7,0,3,1,33.3,0.39,0.13,0.00,0.00,9.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5
Warren Bondo,FRA,MF,Monza,Serie A,21-053,2003,8.9,0,4,0,0.0,0.45,0.00,0.00,,28.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Victor Boniface,NGA,FW,Leverkusen,Bundesliga,23-320,2000,7.2,6,39,14,35.9,5.45,1.96,0.15,0.43,14.9,0,0,1,6.4,5.6,0.14,-0.4,+0.4
Ange-Yoan Bonny,FRA,FW,Parma,Serie A,21-013,2003,9.0,3,24,8,33.3,2.65,0.88,0.08,0.25,17.0,0,1,2,4.0,2.5,0.10,-1.0,-0.5
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,25-230,1999,7.0,2,6,2,33.3,0.86,0.29,0.33,1.00,8.2,0,0,0,0.8,0.8,0.13,+1.2,+1.2
Saïmon Bouabré,FRA,MF,Monaco,Ligue 1,18-159,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,17-036,2007,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Badredine Bouanani,ALG,"FW,MF",Nice,Ligue 1,19-335,2004,2.9,0,11,5,45.5,3.74,1.70,0.00,0.00,21.9,1,0,0,0.7,0.7,0.07,-0.7,-0.7
Benjamin Bouchouari,MAR,MF,Saint-Étienne,Ligue 1,22-360,2001,2.4,0,2,0,0.0,0.83,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,25-045,1999,7.0,1,9,5,55.6,1.29,0.72,0.11,0.20,22.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4
Carlo Boukhalfa,MAR,MF,St. Pauli,Bundesliga,25-188,1999,4.6,1,5,1,20.0,1.09,0.22,0.20,1.00,11.9,0,0,0,0.3,0.3,0.07,+0.7,+0.7
Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,30-298,1994,0.9,1,2,1,50.0,2.25,1.13,0.50,1.00,16.1,1,0,0,0.2,0.2,0.08,+0.8,+0.8
Edoardo Bove,ITA,"MF,FW",Fiorentina,Serie A,22-175,2002,7.3,1,7,2,28.6,0.95,0.27,0.14,0.50,14.6,0,0,0,0.6,0.6,0.08,+0.4,+0.4
Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,27-323,1996,9.7,3,20,8,40.0,2.05,0.82,0.10,0.25,20.8,0,1,1,1.8,1.1,0.06,+1.2,+0.9
